coin,rsi,macd,macd_signal,macd_hist,run_id,timestamp,price,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,buy_points,ema,macd_line,sell_points
AAVE,76.59241656142862,,0.409554916043846,0.1020324838055151,,,66.600134,66.19551659802029,66.55805975,66.9206029019797,1.0,66.50184925476313,0.5115873998493612,0.0
LTC,45.94112459945613,,0.1299934018877649,-0.0662287079258646,,,93.44,93.3060303019714,93.5265333,93.74703629802865,0.0,93.53953465506233,0.0637646939619003,1.0
LINK,61.65580132538758,,0.0255201948833051,-0.0030597260997476,,,7.6195,7.606757652684002,7.61774824,7.628738827315998,0.0,7.61917577466246,0.0224604687835574,1.0
COMP,66.84891295111171,,0.3401634852190147,0.0351180735350817,,,66.375632,65.67286048943163,66.0985047,66.52414891056839,1.0,66.10385537121581,0.3752815587540965,0.0
AVAX,61.034477520208256,,0.0329604159835479,-0.0024278500329433,,,12.8615,12.85328864003177,12.8709,12.88851135996823,0.0,12.869540294250909,0.0305325659506046,1.0
XLM,68.01367618976415,,0.000661854350523,0.000118895257949,,,0.1541413,0.1536264834271266,0.1541358079999999,0.1546451325728733,1.0,0.1541207557530969,0.0007807496084721,0.0
BCH,57.9192887529598,,0.7468099061867535,0.0107338140166617,,,244.765,244.39986548098813,245.292,246.18413451901188,1.0,245.1252412558493,0.7575437202034152,0.0
XTZ,76.97711735931438,,0.0041377738452783,0.0003846637764186,,,0.84505,0.8449781524703024,0.845591578,0.8462050035296975,1.0,0.8451718942973695,0.004522437621697,0.0
BTC,71.18782936016733,,119.59289881271984,12.35391493425044,,,29747.935,29662.75048789901,29739.242,29815.733512100986,1.0,29739.873963386384,131.9468137469703,0.0
ETH,62.59674186132771,,5.228728184958948,-0.4748766338015802,,,1869.36,1868.655927019519,1870.403,1872.150072980481,0.0,1870.3556970706409,4.753851551157368,1.0
DOGE,51.18818119392233,,0.0001535520792647,-3.326043055911301e-05,,,0.07774,0.0776939275552573,0.077832,0.0779700724447426,0.0,0.0778252727895103,0.0001202916487056,1.0
SHIB,66.52653112627553,,2.1344378502750163e-08,-1.6917647239932031e-09,,,8.41e-06,8.402101020526298e-06,8.407e-06,8.4118989794737e-06,0.0,8.408622808740051e-06,1.9652613778756963e-08,1.0
ETC,57.32842764947844,,0.0519316978157671,-0.0059814448980933,,,18.4765,18.458767833758696,18.50303875,18.5473096662413,0.0,18.496691330691988,0.0459502529176738,1.0
UNI,56.64188656791825,,0.0115721488815258,-0.0025373894440558,,,6.6595,6.633564234813321,6.6491,6.664635765186679,0.0,6.654035884106177,0.00903475943747,1.0
AAVE,76.59241656142862,,0.409554916043846,0.1020324838055151,,,66.600134,66.19551659802029,66.55805975,66.9206029019797,1.0,66.50184925476313,0.5115873998493612,0.0
LTC,45.94112459945613,,0.1299934018877649,-0.0662287079258646,,,93.44,93.3060303019714,93.5265333,93.74703629802865,0.0,93.53953465506233,0.0637646939619003,1.0
LINK,61.65580132538758,,0.0255201948833051,-0.0030597260997476,,,7.6195,7.606757652684002,7.61774824,7.628738827315998,0.0,7.61917577466246,0.0224604687835574,1.0
COMP,66.84891295111171,,0.3401634852190147,0.0351180735350817,,,66.375632,65.67286048943163,66.0985047,66.52414891056839,1.0,66.10385537121581,0.3752815587540965,0.0
AVAX,61.034477520208256,,0.0329604159835479,-0.0024278500329433,,,12.8615,12.85328864003177,12.8709,12.88851135996823,0.0,12.869540294250909,0.0305325659506046,1.0
XLM,68.013676174521,,0.0006618543500872,0.0001188952580884,,,0.1541413,0.1536264834271265,0.1541358079999999,0.1546451325728734,1.0,0.1541207557530969,0.0007807496081757,0.0
BCH,57.9192887529598,,0.7468099061867535,0.0107338140166617,,,244.765,244.39986548098813,245.292,246.18413451901188,1.0,245.1252412558493,0.7575437202034152,0.0
XTZ,76.97711735931438,,0.0041377738452783,0.0003846637764186,,,0.84505,0.8449781524703024,0.845591578,0.8462050035296975,1.0,0.8451718942973695,0.004522437621697,0.0
BTC,69.5330084540389,,121.179436391878,6.346150316632659,,,29735.66,29694.30878575045,29749.477000000003,29804.64521424955,1.0,29738.469308924257,127.52558670851067,0.0
ETH,61.73386923530127,,5.060047250308954,-0.6747237385999787,,,1869.075,1868.0890450987,1870.129,1872.1689549013004,0.0,1869.928798047094,4.385323511708975,1.0
DOGE,49.84296758684102,,0.0001430057993881,-4.2185119506713096e-05,,,0.07771,0.0776599418735718,0.077789,0.0779180581264281,0.0,0.0777868485263402,0.0001008206798814,1.0
SHIB,66.52653115636497,,2.0816926165134145e-08,-2.1098093656948075e-09,,,8.41e-06,8.402101020526336e-06,8.407e-06,8.411898979473663e-06,0.0,8.409081872493367e-06,1.8707116799439338e-08,1.0
ETC,54.15569117709854,,0.0496094384043854,-0.0092890376455269,,,18.4625,18.44199847253042,18.4911,18.54020152746958,0.0,18.485294220461327,0.0403204007588584,1.0
UNI,62.442293492000296,,0.0112815473306617,-0.0011624062025583,,,6.6765,6.6261941182841895,6.6534,6.680605881715811,0.0,6.661523922737452,0.0101191411281034,1.0
AAVE,68.86360809368489,,0.4268135251875328,0.0690344365747471,,,66.381817,66.25963770654963,66.57542314999999,66.89120859345036,1.0,66.46183850317541,0.4958479617622799,0.0
LTC,44.224769717488094,,0.1117234448615336,-0.0730798285165066,,,93.38,93.30106174016775,93.463,93.62493825983222,0.0,93.4863564367082,0.038643616345027,1.0
LINK,62.90346123631564,,0.0247002529659186,-0.0032797676695458,,,7.6235,7.607209647052209,7.61744824,7.6276868329477905,0.0,7.620617183108306,0.0214204852963728,1.0
COMP,69.82552969261742,,0.3543919213497808,0.0569137445230644,,,66.6470025,65.59718494992158,66.2083812,66.81957745007843,1.0,66.28490441414388,0.4113056658728453,0.0
AVAX,63.01485110466196,,0.0321189070126996,-0.0033660358833932,,,12.869,12.852697904325188,12.869400000000002,12.886102095674817,0.0,12.869360196167271,0.0287528711293063,1.0
XLM,61.82241142001776,,0.0006762715052331,5.766862058342523e-05,,,0.153772195,0.1537451226771253,0.154160584,0.1545760453228746,1.0,0.1540045688353979,0.0007339401258165,0.0
BCH,55.27066224988684,,0.7332162270277469,-0.0543747166360266,,,244.54,244.10160007404045,245.182,246.26239992595947,0.0,244.93016083723288,0.6788415103917202,1.0
XTZ,78.39896238680844,,0.0041963243942675,0.0002342021959568,,,0.8459,0.8449668825930362,0.84561,0.8462531174069637,1.0,0.8454145961982464,0.0044305265902243,0.0
BTC,69.5330084540389,,121.179436391878,6.346150316632659,,,29735.66,29694.30878575045,29749.477000000003,29804.64521424955,1.0,29738.469308924257,127.52558670851067,0.0
ETH,61.73386923530127,,5.060047250308954,-0.6747237385999787,,,1869.075,1868.0890450987,1870.129,1872.1689549013004,0.0,1869.928798047094,4.385323511708975,1.0
DOGE,49.84296759617541,,0.0001430057995304,-4.218511955224525e-05,,,0.07771,0.0776599418735728,0.077789,0.0779180581264271,0.0,0.0777868485263402,0.0001008206799781,1.0
SHIB,66.52653112627554,,2.0816926161608572e-08,-2.109809364566338e-09,,,8.41e-06,8.40210102052633e-06,8.407e-06,8.411898979473668e-06,0.0,8.409081872493367e-06,1.870711679704224e-08,1.0
ETC,54.15569117709854,,0.0496094384043854,-0.0092890376455269,,,18.4625,18.44199847253042,18.4911,18.54020152746958,0.0,18.485294220461327,0.0403204007588584,1.0
UNI,62.442293492213736,,0.0112815473308697,-0.0011624062026242,,,6.6765,6.62619411828419,6.6534,6.680605881715809,0.0,6.661523922737452,0.0101191411282455,1.0
AAVE,68.86360809368489,,0.4268135251875328,0.0690344365747471,,,66.381817,66.25963770654963,66.57542314999999,66.89120859345036,1.0,66.46183850317541,0.4958479617622799,0.0
LTC,44.22476971149423,,0.111723444766257,-0.0730798284860315,,,93.38,93.30106174016784,93.463,93.62493825983212,0.0,93.4863564367082,0.0386436162802255,1.0
LINK,62.90346123631564,,0.0247002529659186,-0.0032797676695458,,,7.6235,7.607209647052209,7.61744824,7.6276868329477905,0.0,7.620617183108306,0.0214204852963728,1.0
COMP,69.82552969261742,,0.3543919213497808,0.0569137445230644,,,66.6470025,65.59718494992158,66.2083812,66.81957745007843,1.0,66.28490441414388,0.4113056658728453,0.0
AVAX,63.01485110466196,,0.0321189070126996,-0.0033660358833932,,,12.869,12.852697904325188,12.869400000000002,12.886102095674817,0.0,12.869360196167271,0.0287528711293063,1.0
XLM,61.82241142001776,,0.0006762715052331,5.766862058342523e-05,,,0.153772195,0.1537451226771253,0.154160584,0.1545760453228746,1.0,0.1540045688353979,0.0007339401258165,0.0
BCH,55.27066224988684,,0.7332162270277469,-0.0543747166360266,,,244.54,244.10160007404045,245.182,246.26239992595947,0.0,244.93016083723288,0.6788415103917202,1.0
XTZ,78.39896238680844,,0.0041963243942675,0.0002342021959568,,,0.8459,0.8449668825930362,0.84561,0.8462531174069637,1.0,0.8454145961982464,0.0044305265902243,0.0
BTC,70.02722290357505,,121.59421643673636,1.65912017943333,,,29743.745,29709.007670850293,29754.857,29800.706329149707,1.0,29740.22787261617,123.25333661616968,0.0
ETH,57.09455216378863,,4.832472015469227,-0.91030093935891,,,1867.515,1866.6841854504944,1869.542,1872.3998145495048,0.0,1869.1241986980624,3.922171076110317,1.0
DOGE,50.31171511219064,,0.000131447522412,-4.623310790440548e-05,,,0.07772,0.0776625334284514,0.077756,0.0778494665715485,0.0,0.0777645656842268,8.521441450760892e-05,1.0
SHIB,70.38692597829838,,2.0363716350558176e-08,-1.812839258303877e-09,,,8.42e-06,8.399045548855256e-06,8.41e-06,8.420954451144746e-06,0.0,8.412721248328912e-06,1.8550877092254298e-08,1.0
ETC,51.94433446202971,,0.0466180178002321,-0.0119656824166131,,,18.4525,18.428390837491072,18.4786,18.528809162508928,0.0,18.474362813640887,0.034652335383619,1.0
UNI,55.819546193545335,,0.0109725580563476,-0.001235957097804,,,6.6625,6.633390165917536,6.6578,6.682209834082464,0.0,6.661849281824968,0.0097366009585435,1.0
AAVE,65.28819476420897,,0.4352686920916591,0.0338206676165048,,,66.271798,66.13792052011159,66.53578275,66.9336449798884,1.0,66.39849166878362,0.469089359708164,0.0
LTC,41.31576765962356,,0.0914078375718545,-0.0812624287776102,,,93.275,93.22961026559352,93.403,93.57638973440648,0.0,93.41590429113882,0.0101454087942443,1.0
LINK,58.54409581271693,,0.0236969049020031,-0.0040133922556621,,,7.615,7.6064346731846655,7.6168,7.627165326815335,0.0,7.618744788738871,0.019683512646341,1.0
COMP,70.79527562674056,,0.3719687766898153,0.0703074213601376,,,66.74019,65.72561245616696,66.3738927,67.02217294383304,1.0,66.43666627609593,0.442276198049953,0.0
AVAX,58.52990566607888,,0.0309337753001951,-0.0047405268500181,,,12.8585,12.850603103782948,12.865099999999998,12.879596896217048,0.0,12.865740130778182,0.026193248450177,1.0
XLM,55.51165602279463,,0.0006719685637361,-1.721176598805938e-05,,,0.15334416,0.1532243155900335,0.153982977,0.1547416384099664,0.0,0.1537844325569319,0.000654756797748,1.0
BCH,48.99695022211679,,0.6991284782577764,-0.1363509955419742,,,243.955,243.47699190712527,244.898,246.31900809287472,0.0,244.60510722482192,0.5627774827158021,1.0
XTZ,73.50992638818556,,0.0042051035001165,3.5116423395892965e-05,,,0.84505,0.8447316686007499,0.8454499999999999,0.84616833139925,1.0,0.8452930641321643,0.0042402199235124,0.0
BTC,70.02722292369224,,121.59421644865266,1.6591201756224478,,,29743.745,29709.00767085029,29754.857,29800.706329149714,1.0,29740.22787261617,123.25333662427512,0.0
ETH,57.09455216378863,,4.832472015469227,-0.91030093935891,,,1867.515,1866.6841854504944,1869.542,1872.3998145495048,0.0,1869.1241986980624,3.922171076110317,1.0
DOGE,50.31171511219064,,0.000131447522412,-4.623310790440548e-05,,,0.07772,0.0776625334284514,0.077756,0.0778494665715485,0.0,0.0777645656842268,8.521441450760892e-05,1.0
SHIB,70.38692597829838,,2.0363716350558176e-08,-1.812839258303877e-09,,,8.42e-06,8.399045548855256e-06,8.41e-06,8.420954451144746e-06,0.0,8.412721248328912e-06,1.8550877092254298e-08,1.0
ETC,51.94433446202971,,0.0466180178002321,-0.0119656824166131,,,18.4525,18.428390837491072,18.4786,18.528809162508928,0.0,18.474362813640887,0.034652335383619,1.0
UNI,55.81954619347586,,0.0109725580562208,-0.0012359570977634,,,6.6625,6.633390165917531,6.6578,6.682209834082469,0.0,6.661849281824968,0.0097366009584574,1.0
AAVE,65.28819476420897,,0.4352686920916591,0.0338206676165048,,,66.271798,66.13792052011159,66.53578275,66.9336449798884,1.0,66.39849166878362,0.469089359708164,0.0
LTC,41.31576765962356,,0.0914078375718545,-0.0812624287776102,,,93.275,93.22961026559352,93.403,93.57638973440648,0.0,93.41590429113882,0.0101454087942443,1.0
LINK,58.54409581271693,,0.0236969049020031,-0.0040133922556621,,,7.615,7.6064346731846655,7.6168,7.627165326815335,0.0,7.618744788738871,0.019683512646341,1.0
COMP,70.79527562674056,,0.3719687766898153,0.0703074213601376,,,66.74019,65.72561245616696,66.3738927,67.02217294383304,1.0,66.43666627609593,0.442276198049953,0.0
AVAX,58.52990566607888,,0.0309337753001951,-0.0047405268500181,,,12.8585,12.850603103782948,12.865099999999998,12.879596896217048,0.0,12.865740130778182,0.026193248450177,1.0
XLM,55.51165602279463,,0.0006719685637361,-1.721176598805938e-05,,,0.15334416,0.1532243155900335,0.153982977,0.1547416384099664,0.0,0.1537844325569319,0.000654756797748,1.0
BCH,49.01733081847631,,0.6983760297128871,-0.1374462593449099,,,243.955,243.4647565028996,244.892,246.3192434971004,0.0,244.5984405581553,0.5609297703679772,1.0
XTZ,73.50992638818556,,0.0042051035001165,3.5116423395892965e-05,,,0.84505,0.8447316686007499,0.8454499999999999,0.84616833139925,1.0,0.8452930641321643,0.0042402199235124,0.0
BTC,70.02722290357505,,121.59421643673636,1.65912017943333,,,29743.745,29709.007670850293,29754.857,29800.706329149707,1.0,29740.22787261617,123.25333661616968,0.0
ETH,57.09455216378863,,4.832472015469227,-0.91030093935891,,,1867.515,1866.6841854504944,1869.542,1872.3998145495048,0.0,1869.1241986980624,3.922171076110317,1.0
DOGE,50.31171511219064,,0.000131447522412,-4.623310790440548e-05,,,0.07772,0.0776625334284514,0.077756,0.0778494665715485,0.0,0.0777645656842268,8.521441450760892e-05,1.0
SHIB,70.38692597829838,,2.0363716350558176e-08,-1.812839258303877e-09,,,8.42e-06,8.399045548855256e-06,8.41e-06,8.420954451144746e-06,0.0,8.412721248328912e-06,1.8550877092254298e-08,1.0
ETC,51.94433446202971,,0.0466180178002321,-0.0119656824166131,,,18.4525,18.428390837491072,18.4786,18.528809162508928,0.0,18.474362813640887,0.034652335383619,1.0
UNI,55.81954619347586,,0.0109725580562208,-0.0012359570977634,,,6.6625,6.633390165917531,6.6578,6.682209834082469,0.0,6.661849281824968,0.0097366009584574,1.0
AAVE,65.28819476522185,,0.4352686920706994,0.0338206676232252,,,66.271798,66.13792052011145,66.53578275,66.93364497988854,1.0,66.39849166878362,0.4690893596939247,0.0
LTC,41.31576765962356,,0.0914078375718545,-0.0812624287776102,,,93.275,93.22961026559352,93.403,93.57638973440648,0.0,93.41590429113882,0.0101454087942443,1.0
LINK,58.54409581271693,,0.0236969049020031,-0.0040133922556621,,,7.615,7.6064346731846655,7.6168,7.627165326815335,0.0,7.618744788738871,0.019683512646341,1.0
COMP,70.79527561320567,,0.3719687766867239,0.07030742136114,,,66.74019,65.72561245616704,66.3738927,67.02217294383296,1.0,66.43666627609593,0.442276198047864,0.0
AVAX,58.52990566607888,,0.0309337753001951,-0.0047405268500181,,,12.8585,12.850603103782948,12.865099999999998,12.879596896217048,0.0,12.865740130778182,0.026193248450177,1.0
XLM,55.51165602279463,,0.0006719685637361,-1.721176598805938e-05,,,0.15334416,0.1532243155900335,0.153982977,0.1547416384099664,0.0,0.1537844325569319,0.000654756797748,1.0
BCH,48.99695022211679,,0.6991284782577764,-0.1363509955419742,,,243.955,243.47699190712527,244.898,246.31900809287472,0.0,244.60510722482192,0.5627774827158021,1.0
XTZ,73.50992638818556,,0.0042051035001165,3.5116423395892965e-05,,,0.84505,0.8447316686007499,0.8454499999999999,0.84616833139925,1.0,0.8452930641321643,0.0042402199235124,0.0
BTC,70.02722290357505,,121.59421643673636,1.65912017943333,,,29743.745,29709.007670850293,29754.857,29800.706329149707,1.0,29740.22787261617,123.25333661616968,0.0
ETH,57.09455216378863,,4.832472015469227,-0.91030093935891,,,1867.515,1866.6841854504944,1869.542,1872.3998145495048,0.0,1869.1241986980624,3.922171076110317,1.0
DOGE,50.31171511990197,,0.0001314475225437,-4.623310794655994e-05,,,0.07772,0.0776625334284528,0.077756,0.0778494665715471,0.0,0.0777645656842268,8.521441459721779e-05,1.0
SHIB,70.38692597829838,,2.0363716350558176e-08,-1.812839258303877e-09,,,8.42e-06,8.399045548855256e-06,8.41e-06,8.420954451144746e-06,0.0,8.412721248328912e-06,1.8550877092254298e-08,1.0
ETC,51.94433446202971,,0.0466180178002321,-0.0119656824166131,,,18.4525,18.428390837491072,18.4786,18.528809162508928,0.0,18.474362813640887,0.034652335383619,1.0
UNI,55.81954619347586,,0.0109725580562208,-0.0012359570977634,,,6.6625,6.633390165917531,6.6578,6.682209834082469,0.0,6.661849281824968,0.0097366009584574,1.0
AAVE,65.28819476522185,,0.4352686920706994,0.0338206676232252,,,66.271798,66.13792052011145,66.53578275,66.93364497988854,1.0,66.39849166878362,0.4690893596939247,0.0
LTC,41.31576766607144,,0.0914078376600754,-0.0812624288058329,,,93.275,93.22961026559342,93.403,93.57638973440656,0.0,93.41590429113882,0.0101454088542425,1.0
LINK,58.54409581271693,,0.0236969049020031,-0.0040133922556621,,,7.615,7.6064346731846655,7.6168,7.627165326815335,0.0,7.618744788738871,0.019683512646341,1.0
COMP,70.79527562674056,,0.3719687766898153,0.0703074213601376,,,66.74019,65.72561245616696,66.3738927,67.02217294383304,1.0,66.43666627609593,0.442276198049953,0.0
AVAX,58.52990566607888,,0.0309337753001951,-0.0047405268500181,,,12.8585,12.850603103782948,12.865099999999998,12.879596896217048,0.0,12.865740130778182,0.026193248450177,1.0
XLM,55.51165602279463,,0.0006719685637361,-1.721176598805938e-05,,,0.15334416,0.1532243155900335,0.153982977,0.1547416384099664,0.0,0.1537844325569319,0.000654756797748,1.0
BCH,48.99695022044556,,0.6991284781508117,-0.1363509955077407,,,243.955,243.4769919071253,244.898,246.3190080928747,0.0,244.60510722482192,0.5627774826430709,1.0
XTZ,73.50992638818556,,0.0042051035001165,3.5116423395892965e-05,,,0.84505,0.8447316686007499,0.8454499999999999,0.84616833139925,1.0,0.8452930641321643,0.0042402199235124,0.0
BTC,72.01477718812849,,121.50010194165026,-0.376457980344469,,,29776.615,29722.40775249277,29750.204,29778.000247507225,0.0,29752.35691507745,121.1236439613058,1.0
BTC,72.01477718812849,,121.50010194165026,-0.376457980344469,,,29776.615,29722.40775249277,29750.204,29778.000247507225,0.0,29752.35691507745,121.1236439613058,1.0
ETH,57.22769094868925,,4.569855927828785,-1.0504643505617697,,,1867.575,1866.773971489284,1868.668,1870.5620285107168,0.0,1868.6077991320417,3.5193915772670152,1.0
DOGE,45.5030789180569,,0.0001178860400699,-5.424592936812818e-05,,,0.077615,0.0776066160932093,0.077711,0.0778153839067906,0.0,0.0777147104561512,6.364011070185416e-05,1.0
SHIB,62.610773681399486,,1.9774841132603844e-08,-2.355500871817334e-09,,,8.41e-06,8.401202041034876e-06,8.411000000000001e-06,8.420797958965127e-06,0.0,8.411814165552608e-06,1.741934026078651e-08,1.0
ETC,48.52982667321447,,0.0430024725877218,-0.0144621808500411,,,18.4365,18.43060331144233,18.4608,18.490996688557672,0.0,18.46174187576059,0.0285402917376806,1.0
UNI,56.17708015103115,,0.0106591871777013,-0.0012534835140779,,,6.6635,6.645766799471334,6.6625,6.679233200528666,0.0,6.662399521216646,0.0094057036636234,1.0
LTC,35.6618940086937,,0.066917409540648,-0.0979617121248258,,,93.04,93.0193382295802,93.303,93.58666177041978,0.0,93.29060286075922,-0.0310443025841777,1.0
LINK,61.73585494361788,,0.0227287554939793,-0.0038725976320953,,,7.6245,7.605977294031698,7.6181,7.630222705968302,0.0,7.620663192492581,0.0188561578618839,1.0
AVAX,58.31705489806107,,0.0295169125338602,-0.0056674510653396,,,12.858,12.853036667351738,12.8612,12.869363332648264,0.0,12.863160087185456,0.0238494614685205,1.0
XLM,49.85484558024209,,0.0006145055252764,-0.0001422839891168,,,0.15291355,0.1525367551549214,0.153446039,0.1543553228450785,0.0,0.153332928914192,0.0004722215361595,1.0
BCH,49.91376807030868,,0.597747346511135,-0.2131418097845246,,,244.03,243.52346348010832,244.23200000000003,244.9405365198917,0.0,244.25004765547644,0.3846055367266103,1.0
XTZ,72.93368185779852,,0.0041024203305917,-0.0002745062429359,,,0.84495,0.84445446571469,0.8451799999999998,0.8459055342853097,0.0,0.8451024729476286,0.0038279140876558,1.0
BTC,73.86629853713411,,121.33530605042318,-0.6591836090446463,,,29809.225,29708.4759319104,29762.636,29816.796068089603,0.0,29771.312943384968,120.67612244137854,1.0
ETH,61.782794774830194,,4.322770505869734,-0.988341687836204,,,1869.715,1866.801320818541,1868.648,1870.4946791814589,0.0,1868.976866088028,3.3344288180335298,1.0
DOGE,46.55097440654296,,0.0001038303049146,-5.622294062131655e-05,,,0.077635,0.077584924271404,0.077684,0.0777830757285959,0.0,0.0776881403041008,4.7607364293336674e-05,1.0
SHIB,64.7100905087463,,1.916650449407608e-08,-2.433346542020277e-09,,,8.415e-06,8.405000000007395e-06,8.413e-06,8.420999999992607e-06,0.0,8.412876110368406e-06,1.6733157952055803e-08,1.0
ETC,51.83303242347085,,0.0393345531302007,-0.0146716778300845,,,18.452,18.42960303047979,18.456,18.48239696952021,0.0,18.458494583840395,0.0246628753001161,1.0
UNI,57.65330108444979,,0.0103990206341775,-0.0010406661748101,,,6.6675,6.654128848827254,6.665900000000001,6.677671151172747,0.0,6.6640996808110975,0.0093583544593673,1.0
AAVE,65.71697893144245,,0.433333584675085,-0.0140614264290968,,,66.295,66.11697003551163,66.36508979999999,66.61320956448836,0.0,66.33692963057051,0.4192721582459882,1.0
LTC,42.83206619709093,,0.0441324782731025,-0.091139725070182,,,93.24,92.99975465490272,93.275,93.5502453450973,0.0,93.27373524050616,-0.0470072467970794,1.0
